SKU,Product title,Product description,Price,Standardized Product Type,Product type,Tag,Published,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status,Collection
ANKER-A3213Y11-SOUNDCORE-LIFE-U2-I-R500-WIRELESS-HEADSET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1632/thumbnail/41911818-04.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A3213Y11-SOUNDCORE-LIFE-U2-I-R500-WIRELESS-HEADSET,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1632/thumbnail/21911818-02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A3944011-SOUNDCORE-LIFE-P2-MINI-TWS-BLACK,ANKER A3944011 SOUNDCORE LIFE P2 MINI TWS BLACK,Incredible Sound Loved By 20 Million+ People,139,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1673/thumbnail/451S96pClR-L._AC_SS450_.jpg,1,Image,,ANKER A3944011 SOUNDCORE LIFE P2 MINI TWS BLACK,Incredible Sound Loved By 20 Million+ People,electronics,,,,,,,,,,,,,,,,139,,,active,Ear Phones
ANKER-A3944011-SOUNDCORE-LIFE-P2-MINI-TWS-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1673/thumbnail/31630406207720_c8bea00a-ca91-4192-b669-615f8ba13751.cr0015001500pt0sx300v1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A3944011-SOUNDCORE-LIFE-P2-MINI-TWS-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1673/thumbnail/0Soundcore-by-Anker-Life-P2-Mini-2-1920x1080.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A3944011-SOUNDCORE-LIFE-P2-MINI-TWS-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1673/thumbnail/2Screenshot-2021-09-30-at-9.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8132H21-POWERLINE-MICRO-USB-(3FT)-WHITE,ANKER A8132H21 POWERLINE MICRO USB (3FT) WHITE,Faster Charging,19,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1618/thumbnail/01455242-01.jpg,1,Image,,ANKER A8132H21 POWERLINE MICRO USB (3FT) WHITE,Faster Charging,electronics,,,,,,,,,,,,,,,,19,,,active,Speakers
ANKER-A8352HA1-PREMIUM-7-IN-1-USB-C-HUB-1H1C2A2M1E-GREY,ANKER A8352HA1 PREMIUM 7-IN-1 USB-C HUB 1H1C2A2M1E GREY,Compatible with 7 different connection types. Ethernet connection up to 1000 Mbps,349,1267,Variable product,Parent,1,color,GREY,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1626/thumbnail/0A8352HA1.png,1,Image,,ANKER A8352HA1 PREMIUM 7-IN-1 USB-C HUB 1H1C2A2M1E GREY,Compatible with 7 different connection types. Ethernet connection up to 1000 Mbps,electronics,,,,,,,,,,,,,,,,349,,,active,Ear Phones
ANKER-A8352HA1-PREMIUM-7-IN-1-USB-C-HUB-1H1C2A2M1E-GREY,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1626/thumbnail/2A8352HA1 V.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8352HA1-PREMIUM-7-IN-1-USB-C-HUB-1H1C2A2M1E-GREY,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1626/thumbnail/3A8352HA1VDSFV.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,ANKER A8663HQ1 POWERLINE III FLOW USB-C WITH LIGHTNING CONNECTOR 6FT,Super Strength Our softest cable,99,1267,Variable product,Parent,1,color,PURPLE|BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1604/thumbnail/3Anker PowerLine III Flow USB-C to Lightning 1.jpg,1,Image,,ANKER A8663HQ1 POWERLINE III FLOW USB-C WITH LIGHTNING CONNECTOR 6FT,Super Strength Our softest cable,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1604/thumbnail/3Anker PowerLine III Flow USB-C to Lightning 1.jpg,,,99,,,active,Ear Phones
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1604/thumbnail/2Anker PowerLine III Flow USB-C to Lightning 1 (2).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1604/thumbnail/0Anker PowerLine III Flow USB-C to Lightning 1 (1).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,,Super Strength Our softest cable,99,1267,Variable product,child,1,color,BLACK,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER A8663HQ1 POWERLINE III FLOW USB-C WITH LIGHTNING CONNECTOR 6FT,Super Strength Our softest cable,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1605/thumbnail/31_1200x_9fbf4036-abc1-4e5c-858a-ac341737eea4_800x.jpg,,,99,,,active,Ear buds
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1605/thumbnail/0A8663011_TD04-V2_800x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-A8663HQ1-POWERLINE-III-FLOW-USB-C-WITH-LIGHTNING-CONNECTOR-6FT,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1605/thumbnail/2A8662011_ND_01_800x.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-AA-ALKALINE-BATTERIES-8-PACK-BLACK-BLUE,ANKER AA ALKALINE BATTERIES 8-PACK BLACK BLUE,ANKER AA ALKALINE BATTERIES 8-PACK BLACK BLUE,29,1267,Variable product,Parent,1,color,BLUE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1266/thumbnail/2thSSB1810H13.jpg,1,Image,,ANKER AA ALKALINE BATTERIES 8-PACK BLACK BLUE,ANKER AA ALKALINE BATTERIES 8-PACK BLACK BLUE,electronics,,,,,,,,,,,,,,,,29,,,active,Charging cables
ANKER-AA-ALKALINE-BATTERIES-8-PACK-BLACK-BLUE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1266/thumbnail/0thB1810H13.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-ALKALINE-BATTERIES-4-PACK-BLUE,ANKER ALKALINE BATTERIES 4-PACK BLUE,ANKER ALKALINE BATTERIES,19,1267,Variable product,Parent,1,color,BLUE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1613/thumbnail/2b1820-5_2.jpeg,1,Image,,ANKER ALKALINE BATTERIES 4-PACK BLUE,ANKER ALKALINE BATTERIES,electronics,,,,,,,,,,,,,,,,19,,,active,Miscellaneous
ANKER-ALKALINE-BATTERIES-4-PACK-BLUE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1613/thumbnail/3b1820-7_2.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2529KF1-POWERWAVE-II-SENSE-STAND---UK-FABRIC-BLACKBLACK-(FABRIC),ANKER B2529KF1 POWERWAVE II SENSE STAND - UK FABRIC BLACKBLACK (FABRIC),Easy to adjust. Hassle-free installation. .,179,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1624/thumbnail/3VSDVSV.png,1,Image,,ANKER B2529KF1 POWERWAVE II SENSE STAND - UK FABRIC BLACKBLACK (FABRIC),Easy to adjust. Hassle-free installation. .,electronics,,,,,,,,,,,,,,,,179,,,active,Accessories
ANKER-B2529KF1-POWERWAVE-II-SENSE-STAND---UK-FABRIC-BLACKBLACK-(FABRIC),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1624/thumbnail/0imageZVSDD.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2529KF1-POWERWAVE-II-SENSE-STAND---UK-FABRIC-BLACKBLACK-(FABRIC),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1624/thumbnail/2downloadXSC.png,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2568211-POWERWAVE-MAGGO-2-IN-1-STAND-BLACK,ANKER B2568211 POWERWAVE MAGGO 2-IN-1 STAND BLACK,Time to get rid of those messy cables.,349,1267,Variable product,Parent,1,color,BLACK|WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1669/thumbnail/3Anker-623-Magnetic-Wireless-Charger-MagGo-B2568211-Black-6.webp http://electromateqatar.com/products/1669/thumbnail/0Anker-623-Magnetic-Wireless-Charger-MagGo-B2568211-Black-1.png,1,Image,,ANKER B2568211 POWERWAVE MAGGO 2-IN-1 STAND BLACK,Time to get rid of those messy cables.,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1669/thumbnail/3Anker-623-Magnetic-Wireless-Charger-MagGo-B2568211-Black-6.webp http://electromateqatar.com/products/1669/thumbnail/0Anker-623-Magnetic-Wireless-Charger-MagGo-B2568211-Black-1.png,,,349,,,active,Accessories
ANKER-B2568211-POWERWAVE-MAGGO-2-IN-1-STAND-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1669/thumbnail/2Anker-623-Magnetic-Wireless-Charger-MagGo-B2568211-Black-2.webp,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2568211-POWERWAVE-MAGGO-2-IN-1-STAND-BLACK,,Time to get rid of those messy cables.,349,1267,Variable product,child,1,color,WHITE,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER B2568211 POWERWAVE MAGGO 2-IN-1 STAND BLACK,Time to get rid of those messy cables.,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1671/thumbnail/312.4.jpg.b9bf0aee26.999x590x412.jpg,,,349,,,active,Home Devices
ANKER-B2568211-POWERWAVE-MAGGO-2-IN-1-STAND-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1671/thumbnail/212.6.jpg.20c2df066a.999x590x412.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2568211-POWERWAVE-MAGGO-2-IN-1-STAND-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1671/thumbnail/012.1.jpg.da6d4a4e17.999x590x412.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-B2930011-POWERWAVE-MAGGO-CAR-CHARGING-MOUNTBLACK,ANKER B2930011 POWERWAVE MAGGO CAR CHARGING MOUNTBLACK,Snap.Charge.Drive,299,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1672/thumbnail/0B2930011_TD_01_800x.webp http://electromateqatar.com/products/1672/thumbnail/2B2930011_TD_04_800x.webp http://electromateqatar.com/products/1672/thumbnail/3B2930011_TD_03_800x.webp,1,Image,,ANKER B2930011 POWERWAVE MAGGO CAR CHARGING MOUNTBLACK,Snap.Charge.Drive,electronics,,,,,,,,,,,,,,,,299,,,active,Chargers
ANKER-D2150212-NEBULA-COSMOS-MAX -BLACK,ANKER D2150212 NEBULA COSMOS MAX  BLACK,Spend less time lost in the settings menus and more time watching.,6899,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1674/thumbnail/2d7d9822c927313b8df73efa98313bd708b575b90_S200745355_2.jpg,1,Image,,ANKER D2150212 NEBULA COSMOS MAX  BLACK,Spend less time lost in the settings menus and more time watching.,electronics,,,,,,,,,,,,,,,,6899,,,active,Accessories
ANKER-D2150212-NEBULA-COSMOS-MAXÂ -BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1674/thumbnail/3c216bca259357ec72e1e3b24325ef3f7a695206a_S200745355_3.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-D2150212-NEBULA-COSMOS-MAXÂ -BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1674/thumbnail/46183f2c4bf5d753cdb387ca76286974fc3428786_S200745355_4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-D2150212-NEBULA-COSMOS-MAXÂ -BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1674/thumbnail/0aecc0aa858ae447ba94e88d9857988fd0e2dc289_S200745355_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,Anker Eufy RoboVac X8 Hybrid Robot Vacuum Cleaner,Keep your home neatly,2099,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1536/thumbnail/7888.2.jpg.a545e07cee.989x800x800.jpg,1,Image,,Anker Eufy RoboVac X8 Hybrid Robot Vacuum Cleaner,Keep your home neatly,electronics,,,,,,,,,,,,,,,,2099,,,active,Accessories
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1536/thumbnail/6888.5.jpg.e7d283362d.989x800x800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1536/thumbnail/5888.4.jpg.75c34c86c2.989x800x800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1536/thumbnail/4888.7.jpg.b6da7683fe.989x800x800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1536/thumbnail/3888.3.jpg.e0f9af97c6.989x800x800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
Anker-Eufy-RoboVac-X8-Hybrid-Robot-Vacuum-Cleaner,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1536/thumbnail/0888.1.jpg.d94cb09a6a.989x800x800.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-MFI-USB-TO-LIGHTNING-ROUND-CABLE-3FT,ANKER MFI USB TO LIGHTNING ROUND CABLE 3FT,Apple MFi Certification,69,1267,Variable product,Parent,1,color,BLACK|WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/496/thumbnail/012.jpg,1,Image,,ANKER MFI USB TO LIGHTNING ROUND CABLE 3FT,Apple MFi Certification,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/496/thumbnail/012.jpg,,,69,,,active,Projectors
ANKER-MFI-USB-TO-LIGHTNING-ROUND-CABLE-3FT,,Apple MFi Certification,69,1267,Variable product,child,1,color,White,,,,,Shopify,20,deny,manual,,,1,1,,,1,Image,,ANKER MFI USB TO LIGHTNING ROUND CABLE 3FT,Apple MFi Certification,electronics,,,,,,,,,,,,,http://electromateqatar.com/products/1142/thumbnail/013.jpg,,,69,,,active,Home Devices
ANKER-NEBULA-APOLLO-BLACK,ANKER NEBULA APOLLO BLACK,Seamless Touch Controls,1449,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1494/thumbnail/071LD3foyXvL._AC_SL1500_.jpg,1,Image,,ANKER NEBULA APOLLO BLACK,Seamless Touch Controls,electronics,,,,,,,,,,,,,,,,1449,,,active,Accessories
ANKER-NEBULA-APOLLO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1494/thumbnail/771XEVj9S5LL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-APOLLO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1494/thumbnail/471b357HSUIL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-APOLLO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1494/thumbnail/271+CIHB+LyL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-APOLLO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1494/thumbnail/571BwKPLRnOL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-APOLLO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1494/thumbnail/671-fyjl7fzL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-ASTRO-WHITE,ANKER NEBULA ASTRO WHITE,The World is Your Cinema,1399,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1493/thumbnail/41798120-06.jpg,1,Image,,ANKER NEBULA ASTRO WHITE,The World is Your Cinema,electronics,,,,,,,,,,,,,,,,1399,,,active,Charging cables
ANKER-NEBULA-ASTRO-WHITE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1493/thumbnail/21798120-01.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-ASTRO-WHITE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1493/thumbnail/31798120-05.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-ASTRO-WHITE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1493/thumbnail/01798120-02.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-ASTRO-WHITE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1493/thumbnail/51798120-07.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-MARS2-PRO-BLACK,ANKER NEBULA MARS2 PRO BLACK,"All Your Favorites: Watch YouTube, Netflix, and more with Android 7.1 for hours of awesome content on your portable projector.",2599,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1492/thumbnail/771zugXb66aL._AC_SL1500_.jpg,1,Image,,ANKER NEBULA MARS2 PRO BLACK,"All Your Favorites: Watch YouTube, Netflix, and more with Android 7.1 for hours of awesome content on your portable projector.",electronics,,,,,,,,,,,,,,,,2599,,,active,Charging cables
ANKER-NEBULA-MARS2-PRO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1492/thumbnail/351Qb+yIccjL._AC_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-MARS2-PRO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1492/thumbnail/561U7fzNIZPL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-MARS2-PRO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1492/thumbnail/061QijBshEFL._AC_SL1020_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-MARS2-PRO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1492/thumbnail/451p4+JEOHtL._AC_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-MARS2-PRO-BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1492/thumbnail/671klSlQA9sL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-SOLAR-PORTABLE,ANKER NEBULA SOLAR PORTABLE,"No Wires, No Limits",2829,1267,Variable product,Parent,1,color,WHITE,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1495/thumbnail/371EBenvAZEL._AC_SL1500_.jpg,1,Image,,ANKER NEBULA SOLAR PORTABLE,"No Wires, No Limits",electronics,,,,,,,,,,,,,,,,2829,,,active,Projectors
ANKER-NEBULA-SOLAR-PORTABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1495/thumbnail/571WaKhdGZML._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-SOLAR-PORTABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1495/thumbnail/6715A14LAwYL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-SOLAR-PORTABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1495/thumbnail/471TRQ99dNTL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-SOLAR-PORTABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1495/thumbnail/271c-caqkqRL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-SOLAR-PORTABLE,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1495/thumbnail/77183cg4NfnL._AC_SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-VEGA-PORTABLE -BLACK,ANKER NEBULA VEGA PORTABLE  BLACK,"No Wires, No Limits: Get Up To 3 Hours Of 1080p Personal Cinema Anywhere.",2829,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/1607/thumbnail/3c101d165ac7c1edd4f22b1c9d228dc64337582fe_S100552531_2.jpg,1,Image,,ANKER NEBULA VEGA PORTABLE  BLACK,"No Wires, No Limits: Get Up To 3 Hours Of 1080p Personal Cinema Anywhere.",electronics,,,,,,,,,,,,,,,,2829,,,active,Projectors
ANKER-NEBULA-VEGA-PORTABLEÂ -BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1607/thumbnail/0c6a0503f2b24cdfdff3132f1c6a19c5473034465_S100552531.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-NEBULA-VEGA-PORTABLEÂ -BLACK,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/1607/thumbnail/24ca99db57ebf2231432ae764fe7880ad417974b6_S100552531_1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),ANKER POWER CORE + 26800 PD (OFFLINE PACKING),Join the 20 million+ powered by America's leading USB charging brand.,499,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/468/thumbnail/71pROZkGw7L._SL1500_.jpg,1,Image,,ANKER POWER CORE + 26800 PD (OFFLINE PACKING),Join the 20 million+ powered by America's leading USB charging brand.,electronics,,,,,,,,,,,,,,,,499,,,active,Projectors
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/468/thumbnail/61sVfYYtZxL._SL1500_ (1).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/468/thumbnail/81jkABjQ5KL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/468/thumbnail/714ReCPyb7L._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/468/thumbnail/61lTwA-yxbL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800-PD-(OFFLINE-PACKING),,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/468/thumbnail/71miq0BcpPL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800MAH-WITH-QC-3.0,ANKER POWER CORE + 26800MAH WITH QC 3.0,Faster and safer charging with our advanced technology,349,1267,Variable product,Parent,1,color,BLACK,size,,,,Shopify,20,deny,manual,,,1,1,,http://electromateqatar.com/products/469/thumbnail/71pROZkGw7L._SL1500_.jpg,1,Image,,ANKER POWER CORE + 26800MAH WITH QC 3.0,Faster and safer charging with our advanced technology,electronics,,,,,,,,,,,,,,,,349,,,active,Projectors
ANKER-POWER-CORE-+-26800MAH-WITH-QC-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/469/thumbnail/81jkABjQ5KL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800MAH-WITH-QC-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/469/thumbnail/714ReCPyb7L._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800MAH-WITH-QC-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/469/thumbnail/61lTwA-yxbL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKER-POWER-CORE-+-26800MAH-WITH-QC-3.0,,,,,Variable product,child,,,,,,,,,,,,,,,,,http://electromateqatar.com/products/469/thumbnail/71miq0BcpPL._SL1500_.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,
